"playstore","OK app but offline support is terrible. When I tap the three dots next to a song it takes several seconds for the menu to open. When I listen to a podcast, minimize Spotify and open it back up it takes several seconds to show how far I'm in the episode. Sometimes the app doesn't open at all without internet connection. It really feels like you're not supposed to use the app offline.","2","2026-06-17T12:11:11.669Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=fed4154e-8240-4096-b087-9597d4e21efc"
"playstore","it's a great streaming app I love streaming the Winx club songs while getting ready!","5","2026-06-17T12:08:11.883Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=445c133a-6c4c-49d8-bf87-c8feace1936c"
"playstore","Best music app for listening to music u like or love.Also great for discovering new music as well","5","2026-06-17T12:04:52.850Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=2d1dac74-2b21-48dc-9ce0-3d776ec36fb3"
"playstore","Best in the music world","5","2026-06-17T11:59:35.699Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=3f6a4623-5e8f-454d-8526-6a565068b930"
"playstore","this is best app","5","2026-06-17T11:57:32.206Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=585ea764-59a3-42ed-946b-e7362ccf37db"
"playstore","Please Spotify team, add a setting that ask for another confirmation on whether I want to remove a song from any library or Playlist. You can also add the ability to position our songs anywhere and in any order in Liked Songs (just like in Queue)","4","2026-06-17T11:55:44.166Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=8febaaae-f500-4c1f-81b4-4646b5cf1002"
"playstore","Spotify experience is just like ❤️🤌🥰","5","2026-06-17T11:51:03.178Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=95225b66-0fd3-49d7-a218-4240235f8d61"
"playstore","I've had this app for years now and I love it. I splurge for the premium version so no ads unless listening to a prerecorded podcast. I do wish they had unlimited listening hours with books.","5","2026-06-17T11:44:58.971Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=adc11acf-37d7-4c3b-a0ba-0648e5efba81"
"playstore","It was my best experience","5","2026-06-17T11:43:53.419Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=bb392243-3523-40b2-92d0-a4ea11849aca"
"playstore","song not select","1","2026-06-17T11:34:01.886Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=c3558bed-c973-4e65-8d9f-3c30cbb7298e"
"playstore","your bigger widget doesn't work all the time it just loads forever and when I use the smaller widget it tells me to upgrade to the bigger one","1","2026-06-17T11:33:35.979Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=3d24feb9-baf1-4ccb-98c0-167f1ac30c90"
"playstore","Used to be so good , short ads , atleast 30mins of listening music without interruption..now it's just pathetic. If i could i would've given it a negative star.","1","2026-06-17T11:27:55.220Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=8d681e2b-3526-4d82-832f-89463378cc9f"
"playstore","at first I didn't mind the ads, then it stopped me from choosing a song to play🥵","1","2026-06-17T11:26:26.895Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=e2313566-449c-41eb-bce6-03c52aefd76e"
"playstore","Every update gets worse. No choice but to use the new widget and it is just a blob of colour. Time to. check out Amazon","1","2026-06-17T11:22:20.698Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=a7d2c68b-482f-4f18-a44f-4c0467710f91"
"playstore","You literally have no freedom on the mobile app, I really suggest the desktop one","1","2026-06-17T11:21:25.737Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=cf7c2038-7076-410e-9590-064a567cbf68"
"playstore","BEST APP EVER FRR","5","2026-06-17T11:18:55.221Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=8d8bdd36-0abb-4e96-86d6-498cc292416e"
"playstore","unending enjoyment all the way...","5","2026-06-17T11:18:46.567Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=5f6d4aba-b1fb-420f-8e1c-608d493737c2"
"playstore","The new widget is absolutely TERRIBLE. Not only did it force me to the new one, but it naturally takes up a massive amount of screen space - used to be 4x1 but now 4x2. Give me the option to go back, don't force this trash on me as the only option now.","2","2026-06-17T11:16:32.742Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=8e6e423c-a049-4c54-b0d2-7a59a027d1ec"
"playstore","𝑣𝑒𝑟𝑦 𝑔𝑜𝑜𝑑 𝑓𝑜𝑟 𝑚𝑢𝑠𝑖𝑐","5","2026-06-17T11:16:17.677Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=ea412f5c-e8eb-4354-8806-a6b19e51e0ba"
"playstore","Spotify is fine but I am stuck with it as I have a family plan that others rely on. Would be great if there was safe playlists excluded from metrics? (for the kids music). new music for me should not include reissues. Spotify also tries to recommend new music that is so far outside of what I generally listen to, I get frustrated by it. needs to deal better with local files from my library when the artist is not on Spotify.","3","2026-06-17T11:14:46.123Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=6373bef8-9ded-4d72-b892-51b8b4f7ac9f"
"playstore","Very good service even without premium.","5","2026-06-17T11:14:40.854Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=7b00e287-3c86-43cd-87cd-fad9b41b9fd5"
"playstore","it's very good thank you so much for this vibe 😊💘","4","2026-06-17T11:12:36.452Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=5e6e7fee-e0cb-47b3-a6b9-d74eaecc9139"
"playstore","i love the service because it already has lyrics in the song you've picked. but i still didn't pay for my premium so there's still ads in it.","5","2026-06-17T11:10:48.655Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=5e98fe1b-5e9b-4e34-bd71-4ce1930539b2"
"playstore","so far so good.","5","2026-06-17T11:08:59.433Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=2df3f1f7-33bd-4229-9ca1-03dae4f471fd"
