source,text,rating,date,url
"spotify-community","How can i enable the ai dj in spotify in hungary?. PlanPremiumCountryHungaryDeviceNothing phone 1Operating SystemAndroid 15 My Question or IssueHey! I have been struggling to find/enable the AI DJ in spotify, even tho i have premium plan, and it should've been enabled automatically it is not in the m... Newbie Country Hungary Device Nothing phone 1 Operating System Android 15 My Question or Issue Hey! I have been struggling to find/enable the AI DJ in spotify, even tho i have ... 3 weeks ago 2 weeks ago cst5 Newbie * *","","","https://community.spotify.com/t5/Content-Questions/How-can-i-enable-the-ai-dj-in-spotify-in-hungary/td-p/7454434"
"spotify-community","Solved!!_ _Superuser Contribution_ Block a song from ever being recommended. PlanPremiumCountryCanadaDevice(iPhone 8, PC, Macbook Pro late 2012)Operating System(iOS 16.4.1, Windows 10, MacOS Catalina 10.15.7) I use Spotify on my iPhone, PC and Macbook. Would be grateful for a solution on any of the 3 platforms My Question or ... Newbie Country Canada Device (iPhone 8, PC, Macbook Pro late 2012) Operating System (iOS 16.4.1, Windows 10, MacOS Catalina 10.15.7) I use Spotify on my iPhone, PC and M... 2023-05-03 11:03:51 AM 3 weeks ago bart2019 Visitor * *","","","https://community.spotify.com/t5/Content-Questions/Block-a-song-from-ever-being-recommended/td-p/5574419"
"spotify-community","Superuser Contribution_ Release Dates For Albums That Were Released Before 1970 Not Showing Up.. PlanPremiumCountryUSDeviceSamsung Galaxy A54 5GOperating SystemAndroid 16 My Question or IssueHi, I was wondering why the release dates for albums that came out before 1970 weren't showing up. I need to be able to see them so I can make playlists bas... Music Fan Country US Device Samsung Galaxy A54 5G Operating System Android 16 My Question or Issue Hi, I was wondering why the release dates for albums that came out before 1970 w... 2026-04-17 2:56:42 AM 3 weeks ago zuzasuzy Casual Listener * *","","","https://community.spotify.com/t5/Content-Questions/Release-Dates-For-Albums-That-Were-Released-Before-1970-Not/td-p/7408712"
"spotify-community","Superuser Contribution_ Fake Songs and Albums credited to real artists that did not make them. Repeatedly over the last couple years I have gotten new song and album notifications from one of my favourite artist only to find out that its fake. I love the artists Sodikken but time and time again someone is pretending to post music for them when... Newbie Repeatedly over the last couple years I have gotten new song and album notifications from one of my favourite artist only to find out that its fake. I love the artists Sodikken but time and time agai... 3 weeks ago 3 weeks ago Dessi Moderator * *","","","https://community.spotify.com/t5/Content-Questions/Fake-Songs-and-Albums-credited-to-real-artists-that-did-not-make/td-p/7454909"
"spotify-community","Solved!!_ _Superuser Contribution_ How do I remove a playlist suggestion from my 'good morning' view?. PlanPremiumDeviceMac/Windows My Question or IssueEvery time I open spotify I get greeted by this friendly lady on the cover of the playlist ""Gently Mouthing you ASMR"". I opened this playlist ""ONCE"". Additionally I get more recommendations for another... Regular ...onth already.. Every time I open Spotify at work I have to look behind my shoulder because of this unnecessary explicit content. Even if it was a normal playlist, Spotify should give me the option t... 2021-10-01 9:49:02 AM 3 weeks ago user-removed Not applicable * * * *","","","https://community.spotify.com/t5/Content-Questions/How-do-I-remove-a-playlist-suggestion-from-my-good-morning-view/td-p/5269176"
"spotify-community","Superuser Contribution_ Music Request Form. Hello I noticed the song “Half on a Baby” by A Boogie isn’t on Spotify I was wondering if it could bePlanPremiumCountryMassachusetts DeviceiPhone 12My Question or IssueCan “Half on a Baby” by A boogie wit da Hoodie be added to Spotify please Visitor Hello I noticed the song “Half on a Baby” by A Boogie isn’t on Spotify I was wondering if it could be Country Massachusetts Device iPhone 12 My Question or Issue Can “Half ... 2022-05-30 4:00:03 PM 3 weeks ago ettemeg Visitor * *","","","https://community.spotify.com/t5/Content-Questions/Music-Request-Form/td-p/5387929"
"spotify-community","Superuser Contribution_ DJ Recommending the same set of songs. Lately, I've noticed that the DJ is playing the same (or very similar) set of songs over and over again. Is anyone else experiencing this? I understand I can click on ""get some different DJ picks"" and move on, but I don't remember this happening in t... Regular Lately, I've noticed that the DJ is playing the same (or very similar) set of songs over and over again. Is anyone else experiencing this? I understand I can click on ""get some different DJ picks"" an... 2024-06-07 8:44:44 AM 3 weeks ago dyzzyD Casual Listener * *","","","https://community.spotify.com/t5/Content-Questions/DJ-Recommending-the-same-set-of-songs/td-p/6120108"
"spotify-community","Why is one movement of a symphony not available but the others are?!?!?. PlanPremiumCountryUK My Question or IssueWhy is every movement of every symphony in this album available, except just one?!?!It can't be a rights issue as surely that would affect all of a symphony or none of it - not just one movement!https://open.s... Casual Listener Country UK My Question or Issue Why is every movement of every symphony in this album available, except just one?!?! It can't be a rights issue as surely that would affect ... 3 weeks ago 3 weeks ago Shimmins-gb Casual Listener * *","","","https://community.spotify.com/t5/Content-Questions/Why-is-one-movement-of-a-symphony-not-available-but-the-others/td-p/7453415"
"spotify-community","Solved!!_ Steve Goodman ""Jessie's Jig"" and ""Words We Can Dance To"" Albums.. HelloI have no idea if I'm asking my question in the right way or place so I apologize... Anyway, I was hoping to find the albums mentioned in the subject but they don't seem to be in your content. I understand there are issues with copyrights and su... Newbie ...e in your content. I understand there are issues with copyrights and such, but is it possible to add them and/or explain how to find them if I've missed them?. Country USA D... 3 weeks ago 3 weeks ago MauriceMV Spotify Star * *","","","https://community.spotify.com/t5/Content-Questions/Steve-Goodman-quot-Jessie-s-Jig-quot-and-quot-Words-We-Can-Dance/td-p/7453518"
"spotify-community","How do I remove these kind of ads from Spotify?. I use Android with Spotify Premium but get the attached type of Ads.I do not want any ads. I'm paying for that. ( I couldn't care less about David Guettas new release) Music Fan I use Android with Spotify Premium but get the attached type of Ads. I do not want any ads. I'm paying for that. ( I couldn't care less about David Guettas new release) &nbs... 2024-04-06 4:20:09 PM 3 weeks ago Adam1313 Music Fan * *","","","https://community.spotify.com/t5/Content-Questions/How-do-I-remove-these-kind-of-ads-from-Spotify/td-p/5990225"
